Supplier Name,Product Name,Brand,MPN,EAN,Supplier stock,Supplier Cost,,,,,,,,
Nektova,NUBWO U3 3.5mm Gaming Headset -  Over Ear Flexible Microphone Volume Control with Mic,NUBWO,ADIB07K2676W7,6.07995E+11,116,$9.99 ,,,,,,,,
Nektova,Ring Video Doorbell - Wired - Black,Ring,B08CKHPP52,8.40081E+11,810,$35.00 ,,,,,,,,
Nektova,Ring Video Doorbell Pro,Ring,88LP000CH000,7.85498E+11,51,$89.00 ,,,,,,,,
Nektova,Ring Wired Doorbell Plus (video Doorbell pro) - Satin Nickel,Ring,B08M125RNW,8.40081E+11,"1,000+",$65.00 ,,,,,,,,
Nektova,Roku Express 4K+ 2021,Roku,3941R,8.2961E+11,849,$25.99 ,,,,,,,,
Nektova,Roku Express 4K+ 2021,Roku,3941RW,8.2961E+11,219,$25.99 ,,,,,,,,
Nektova,"Roku Ultra 2022 4K/HDR/Dolby Vision Streaming Device and Roku Voice Remote Pro with Rechargeable Battery, Hands-Free Voice Controls, Lost Remote Finder, and Private Listening",Roku,4802R,8.2961E+11,13,$75.00 ,,,,,,,,
Nektova,SAMSUNG Galaxy A10e 32gb BLK,Samsung,6.10215E+11,6.10215E+11,14,$100.00 ,,,,,,,,
Nektova,Samsung Galaxy Tab S6 Lite 128GB - Oxford Gray- - Ca spec,Samsung,SM-P620NZAEXAC,8.87277E+11,237,$255.00 ,,,,,,,,
Nektova,Samsung Galaxy Tab S6 Lite 64GB - Chiffon Pink - Ca spec,Samsung,SM-P620NZIAXAC,8.87277E+11,501,$209.00 ,,,,,,,,
Nektova,Samsung Galaxy Tab S6 Lite 64GB - Mint -  Ca spec,Samsung,SM-P620NLGAXAC,8.87277E+11,907,$209.00 ,,,,,,,,
Nektova,Samsung Galaxy Tab S6 Lite 64GB - Oxford Gray - Ca spec,Samsung,SM-P620NZAAXAC,8.87277E+11,22,$209.00 ,,,,,,,,
Nektova,"Shark 4 Fan Air Purifier for Home, Office, and Bedroom with HEPA Filter, Covers Up To 1000 Sq Ft, Removes Odors, Dust, Allergens, and Pollutants, HE402",Shark,HE402,6.22357E+11,10,$179.00 ,,,,,,,,
Nektova,Sony Disc Drive For PS5 Digital Edition Consoles (model group – slim) - White,Sony,1000041051,7.1172E+11,"1,000+",$95.00 ,,,,,,,,
Nektova,Sony DualSense Wireless Controller – FORTNITE - Limited Edition,Sony,1000045230,7.1172E+11,"1,000+",$79.00 ,,,,,,,,
Nektova,Sony DualSense Wireless Controller – FORTNITE - Limited Edition,Sony,CFI-ZT1W,7.1172E+11,202,$79.00 ,,,,,,,,
Nektova,Sony PlayStation VR2 Sense controller charging station,Sony,CFI-ZSS1,7.1172E+11,171,$27.00 ,,,,,,,,
