Supplier Name,Brand,MPN,Product name,Supplier stock,Supplier Cost
Rutronik,ASJ,CR32-4421-FL,"RC1206 4,42K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-4421-FY,"RC1206 4,42K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-4530-FY,"RC1206 453R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-4532-FL,"RC1206 45,3K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-4641-FL,"RC1206 4,64K 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-4643-FL,"RC1206 464K 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-470-JY,"RC1206 47R 5% 0,25W TK100",0,0.0037
Rutronik,ASJ,CR32-4700-FL,"RC1206 470R 1% 0,25W TK100",80000,0.0044
Rutronik,ASJ,CR32-4700-FY,"RC1206 470R 1% 0,25W TK100",3040000,0.0044
Rutronik,ASJ,CR32-4701-FY,"RC1206 4,7K 1% 0,25W TK100",360000,0.0044
Rutronik,ASJ,CR32-4702-FY,"RC1206 47K 1% 0,25W TK100",660000,0.0044
Rutronik,ASJ,CR32-4703-FY,"RC1206 470K 1% 0,25W TK100",620000,0.0044
Rutronik,ASJ,CR32-4704-FL,"RC1206 4,7M 1% 0,25W TK100",0,0.0047
Rutronik,ASJ,CR32-471-JL,"RC1206 470R 5% 0,25W TK100",55000,0.0037
Rutronik,ASJ,CR32-472-JL,"RC1206 4,7K 5% 0,25W TK100",30000,0.0037
Rutronik,ASJ,CR32-473-JL,"RC1206 47K 5% 0,25W TK100",5000,0.0037
Rutronik,ASJ,CR32-474-JY,"RC1206 470K 5% 0,25W TK100",160000,0.0037
Rutronik,ASJ,CR32-4750-FL,"RC1206 475R 1% 0,25W TK100",55000,0.0029
Rutronik,ASJ,CR32-4751-FL,"RC1206 4,75K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-4753-FY,"RC1206 475K 1% 0,25W TK100",20000,0.0044
Rutronik,ASJ,CR32-4754-FL,"RC1206 4,75M 1% 0,25W TK100",0,0.0035
Rutronik,ASJ,CR32-47R0-FY,"RC1206 47R 1% 0,25W TK100",760000,0.0044
Rutronik,ASJ,CR32-47R5-FL,"RC1206 47,5R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-47R5-FY,"RC1206 47,5R 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-4871-FL,"RC1206 4,87K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-4990-FL,"RC1206 499R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-4991-FL,"RC1206 4,99K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-49R9-FK,"RC1206 49,9R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-4R30-FL,"RC1206 4,3R 1% 0,25W TK200",0,0.0062
Rutronik,ASJ,CR32-4R7-JL,"RC1206 4,7R 5% 0,25W TK200",0,0.0052
Rutronik,ASJ,CR32-4R70-FY,"RC1206 4,7R 1% 0,25W TK200",260000,0.0062
Rutronik,ASJ,CR32-510-JY,"RC1206 51R 5% 0,25W TK100",80000,0.0037
Rutronik,ASJ,CR32-5100-FL,"RC1206 510R 1% 0,25W TK100",495000,0.0044
Rutronik,ASJ,CR32-5101-FL,"RC1206 5,1K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-5103-FL,"RC1206 510K 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-5110-FY,"RC1206 511R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-5112-FY,"RC1206 51,1K 1% 0,25W TK100",300000,0.0044
Rutronik,ASJ,CR32-5113-FL,"RC1206 511K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-51R0-FL,"RC1206 51R 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-5490-FK,"RC1206 549R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-54R9-FK,"RC1206 54,9R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-560-JL,"RC1206 56R 5% 0,25W TK100",0,0.0037
Rutronik,ASJ,CR32-5600-FL,"RC1206 560R 1% 0,25W TK100",20000,0.0044
Rutronik,ASJ,CR32-5601-FL,"RC1206 5,6K 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-5602-FL,"RC1206 56K 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-5603-FL,"RC1206 560K 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-561-JL,"RC1206 560R 5% 0,25W TK100",5000,0.0037
Rutronik,ASJ,CR32-562-JY,"RC1206 5,6K 5% 0,25W TK100",60000,0.0037
Rutronik,ASJ,CR32-5620-FL,"RC1206 562R 1% 0,25W TK100",10000,0.0044
Rutronik,ASJ,CR32-5621-FL,"RC1206 5,62K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-563-JL,"RC1206 56K 5% 0,25W TK100",0,0.0037
Rutronik,ASJ,CR32-564-JL,"RC1206 560K 5% 0,25W TK100",0,0.0037
Rutronik,ASJ,CR32-56R0-FL,"RC1206 56R 1% 0,25W TK100",215000,0.0044
Rutronik,ASJ,CR32-56R2-FY,"RC1206 56,2R 1% 0,25W TK100",540000,0.0044
Rutronik,ASJ,CR32-5760-FK,"RC1206 576R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-59R0-FY,"RC1206 59R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-5R10-FL,"RC1206 5,1R 1% 0,25W TK200",0,0.0041
Rutronik,ASJ,CR32-5R10-FL-F,"RC1206 5,1R 1% 0,25W TK100",0,0.0063
Rutronik,ASJ,CR32-5R11-FK,"RC1206 5,11R 1% 0,25W TK200",0,0.0046
Rutronik,ASJ,CR32-5R6-JL,"RC1206 5,6R 5% 0,25W TK200",25000,0.0052
Rutronik,ASJ,CR32-5R60-FL,"RC1206 5,6R 1% 0,25W TK200",10000,0.0062
Rutronik,ASJ,CR32-60R4-FL,"RC1206 60,4R 1% 0,25W TK100",5000,0.0044
Rutronik,ASJ,CR32-6190-FK,"RC1206 619R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-6191-FL,"RC1206 6,19K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-61R9-FL,"RC1206 61,9R 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-620-JL,"RC1206 62R 5% 0,25W TK100",0,0.0037
Rutronik,ASJ,CR32-6200-FL,"RC1206 620R 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-6202-FY,"RC1206 62K 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-621-JL,"RC1206 620R 5% 0,25W TK100",40000,0.0025
Rutronik,ASJ,CR32-624-JY,"RC1206 620K 5% 0,25W TK100",100000,0.0037
Rutronik,ASJ,CR32-62R0-FL,"RC1206 62R 1% 0,25W TK100",15000,0.0044
Rutronik,ASJ,CR32-6341-FK,"RC1206 6,34K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-63R4-FL,"RC1206 63,4R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-6493-FL,"RC1206 649K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-680-JY,"RC1206 68R 5% 0,25W TK100",80000,0.0037
Rutronik,ASJ,CR32-6800-FY,"RC1206 680R 1% 0,25W TK100",200000,0.0044
Rutronik,ASJ,CR32-6801-FL,"RC1206 6,8K 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-6802-FL,"RC1206 68K 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-6803-FL,"RC1206 680K 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-681-JL,"RC1206 680R 5% 0,25W TK100",40000,0.0037
Rutronik,ASJ,CR32-6810-FL,"RC1206 681R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-6810-FY,"RC1206 681R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-6811-FL,"RC1206 6,81K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-683-JL,"RC1206 68K 5% 0,25W TK100",0,0.0037
Rutronik,ASJ,CR32-684-JY,"RC1206 680K 5% 0,25W TK100",100000,0.0037
Rutronik,ASJ,CR32-685-JK,"RC1206 6,8M 5% 0,25W TK100",0,0.0028
Rutronik,ASJ,CR32-68R0-FY,"RC1206 68R 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-6981-FK,"RC1206 6,98K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-69R8-FL,"RC1206 69,8R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-6R20-FL,"RC1206 6,2R 1% 0,25W TK200",35000,0.0062
Rutronik,ASJ,CR32-6R8-JL,"RC1206 6,8R 5% 0,25W TK200",25000,0.0052
Rutronik,ASJ,CR32-6R80-FL,"RC1206 6,8R 1% 0,25W TK200",0,0.0046
Rutronik,ASJ,CR32-7151-FK,"RC1206 7,15K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-7320-FL,"RC1206 732R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-73R2-FK,"RC1206 73,2R 1% 0,25W TK100",560000,0.0044
Rutronik,ASJ,CR32-7500-FY,"RC1206 750R 1% 0,25W TK100",240000,0.0044
Rutronik,ASJ,CR32-7501-FL,"RC1206 7,5K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-7502-FL,"RC1206 75K 1% 0,25W TK100",10000,0.0044
Rutronik,ASJ,CR32-7503-FL,"RC1206 750K 1% 0,25W TK100",5000,0.0044
Rutronik,ASJ,CR32-75R0-FL,"RC1206 75R 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-75R0-FY,"RC1206 75R 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-78R7-FK,"RC1206 78,7R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-7R50-FL,"RC1206 7,5R 1% 0,25W TK200",0,0.0062
Rutronik,ASJ,CR32-8060-FL,"RC1206 806R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-8062-FY,"RC1206 80,6K 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-820-JL,"RC1206 82R 5% 0,25W TK100",0,0.0028
Rutronik,ASJ,CR32-8200-FL,"RC1206 820R 1% 0,25W TK100",55000,0.0044
Rutronik,ASJ,CR32-8200-FY,"RC1206 820R 1% 0,25W TK100",0,0.0029
Rutronik,ASJ,CR32-822-JY,"RC1206 8,2K 5% 0,25W TK100",100000,0.0037
Rutronik,ASJ,CR32-823-JL,"RC1206 82K 5% 0,25W TK100",25000,0.0025
Rutronik,ASJ,CR32-824-JL,"RC1206 820K 5% 0,25W TK100",50000,0.0037
Rutronik,ASJ,CR32-8250-FL,"RC1206 825R 1% 0,25W TK100",10000,0.0029
Rutronik,ASJ,CR32-8251-FL,"RC1206 8,25K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-82R0-FL,"RC1206 82R 1% 0,25W TK100",215000,0.0044
Rutronik,ASJ,CR32-84R5-FL,"RC1206 84,5R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-8661-FY,"RC1206 8,66K 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-86R6-FK,"RC1206 86,6R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-86R6-FL,"RC1206 86,6R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-8870-FY,"RC1206 887R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-8R2-JK,"RC1206 8,2R 5% 0,25W TK200",80000,0.0035
Rutronik,ASJ,CR32-8R20-FL,"RC1206 8,2R 1% 0,25W TK200",20000,0.0062
Rutronik,ASJ,CR32-9091-FK,"RC1206 9,09K 1% 0,25W TK100",160000,0.0044
Rutronik,ASJ,CR32-90R9-FK,"RC1206 90,9R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-90R9-FL,"RC1206 90,9R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-90R9-FY,"RC1206 90,9R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-9100-FL,"RC1206 910R 1% 0,25W TK100",25000,0.0044
Rutronik,ASJ,CR32-9102-FY,"RC1206 91K 1% 0,25W TK100",40000,0.0044
Rutronik,ASJ,CR32-91R0-FY,"RC1206 91R 1% 0,25W TK100",0,0.0044
Rutronik,ASJ,CR32-9313-FK,"RC1206 931K 1% 0,25W TK100",720000,0.0044
Rutronik,ASJ,CR32-93R1-FL,"RC1206 93,1R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32-9530-FL,"RC1206 953R 1% 0,25W TK100",0,0.0033
Rutronik,ASJ,CR32W-1500-FY,"WT0612 150R 1% 0,75W WIDETERMINATION",0,0
Rutronik,ASJ,CR32W-91R0-FY,"WT0612 91R 1% 0,75W WIDETERMINATION",0,0
Rutronik,ASJ,CR40-000-ZL,RC1210 0R I=2A,115000,0.0076
Rutronik,ASJ,CR40-100-JL,"RC1210 10R 5% 0,5W TK100",15000,0.0076
Rutronik,ASJ,CR40-1000-FL,"RC1210 100R 1% 0,5W TK100",20000,0.0063
Rutronik,ASJ,CR40-1001-FL,"RC1210 1K 1% 0,5W TK100",5000,0.0094
Rutronik,ASJ,CR40-102-JL,"RC1210 1K 5% 0,5W TK100",10000,0.0076
Rutronik,ASJ,CR40-1202-FL,"RC1210 12K 1% 0,5W TK100",0,0.007
Rutronik,ASJ,CR40-12R0-FL,"RC1210 12R 1% 0,5W TK100",0,0.007
Rutronik,ASJ,CR40-1300-FL,"RC1210 130R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-13R0-FL,"RC1210 13R 1% 0,5W TK100",0,0.007
Rutronik,ASJ,CR40-1500-FL,"RC1210 150R 1% 0,5W TK100",5000,0.0094
Rutronik,ASJ,CR40-15R0-FL,"RC1210 15R 1% 0,5W TK100",25000,0.0094
Rutronik,ASJ,CR40-16R0-FL,"RC1210 16R 1% 0,5W TK100",25000,0.0094
Rutronik,ASJ,CR40-1R00-FL,"RC1210 1R 1% 0,5W TK200",0,0.0094
Rutronik,ASJ,CR40-1R30-FL,"RC1210 1,3R 1% 0,5W TK200",0,0.007
Rutronik,ASJ,CR40-2001-FL,"RC1210 2K 1% 0,5W TK100",0,0.007
Rutronik,ASJ,CR40-220-JL,"RC1210 22R 5% 0,5W TK100",20000,0.0076
Rutronik,ASJ,CR40-2200-FL,"RC1210 220R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-2201-FL,"RC1210 2,2K 1% 0,5W TK100",5000,0.0094
Rutronik,ASJ,CR40-2201-FY,"RC1210 2,2K 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-224-JL,"RC1210 220K 5% 0,5W TK100",0,0.0057
Rutronik,ASJ,CR40-22R0-FL,"RC1210 22R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-2400-FL,"RC1210 240R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-2700-FL,"RC1210 270R 1% 0,5W TK100",5000,0.0094
Rutronik,ASJ,CR40-27R0-FL,"RC1210 27R 1% 0,5W TK100",10000,0.0094
Rutronik,ASJ,CR40-2R2-JL,"RC1210 2,2R 5% 0,5W TK200",0,0.0067
Rutronik,ASJ,CR40-2R20-FL,"RC1210 2,2R 1% 0,5W TK200",0,0.007
Rutronik,ASJ,CR40-2R40-FL,"RC1210 2,4R 1% 0,5W TK200",30000,0.0094
Rutronik,ASJ,CR40-2R70-FL,"RC1210 2,7R 1% 0,5W TK200",45000,0.0094
Rutronik,ASJ,CR40-30R0-FL,"RC1210 30R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-3300-FL,"RC1210 330R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-333-JL,"RC1210 33K 5% 0,5W TK100",25000,0.0076
Rutronik,ASJ,CR40-33R0-FL,"RC1210 33R 1% 0,5W TK100",20000,0.0094
Rutronik,ASJ,CR40-3600-FL,"RC1210 360R 1% 0,5W TK100",125000,0.0094
Rutronik,ASJ,CR40-36R0-FY,"RC1210 36R 1% 0,5W TK100",220000,0.0094
Rutronik,ASJ,CR40-3900-FL,"RC1210 390R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-3920-FL,"RC1210 392R 1% 0,5W TK100",770000,0.0094
Rutronik,ASJ,CR40-39R0-FL,"RC1210 39R 1% 0,5W TK100",0,0.007
Rutronik,ASJ,CR40-3R00-FL,"RC1210 3R 1% 0,5W TK200",0,0.007
Rutronik,ASJ,CR40-3R3-JL,"RC1210 3,3R 5% 0,5W TK200",15000,0.0101
Rutronik,ASJ,CR40-3R60-FL,"RC1210 3,6R 1% 0,5W TK200",0,0.007
Rutronik,ASJ,CR40-3R90-FL,"RC1210 3,9R 1% 0,5W TK200",0,0.0094
Rutronik,ASJ,CR40-4300-FL,"RC1210 430R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-43R0-FL,"RC1210 43R 1% 0,5W TK100",0,0.007
Rutronik,ASJ,CR40-4700-FL,"RC1210 470R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-47R0-FY,"RC1210 47R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-4R70-FL,"RC1210 4,7R 1% 0,5W TK200",0,0.0094
Rutronik,ASJ,CR40-5100-FL,"RC1210 510R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-5600-FL,"RC1210 560R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-56R0-FY,"RC1210 56R 1% 0,5W TK100",0,0.0069
Rutronik,ASJ,CR40-62R0-FL,"RC1210 62R 1% 0,5W TK100",0,0.007
Rutronik,ASJ,CR40-6800-FL,"RC1210 680R 1% 0,5W TK100",0,0.007
Rutronik,ASJ,CR40-683-JL,"RC1210 68K 5% 0,5W TK100",0,0.0057
Rutronik,ASJ,CR40-68R0-FL,"RC1210 68R 1% 0,5W TK100",0,0.007
Rutronik,ASJ,CR40-6R20-FL,"RC1210 6,2R 1% 0,5W TK200",0,0.007
Rutronik,ASJ,CR40-75R0-FY,"RC1210 75R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-7R50-FL,"RC1210 7,5R 1% 0,5W TK200",0,0.007
Rutronik,ASJ,CR40-8200-FL,"RC1210 820R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-8R20-FL,"RC1210 8,2R 1% 0,5W TK200",0,0.0094
Rutronik,ASJ,CR40-9100-FL,"RC1210 910R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR40-91R0-FY,"RC1210 91R 1% 0,5W TK100",0,0.0094
Rutronik,ASJ,CR50-000-ZE,RC2010 0R I=2A,24000,0.016
Rutronik,ASJ,CR50-000-ZK,RC2010 0R I=2A,130000,0.016
Rutronik,ASJ,CR50-1000-FE,"RC2010 100R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-1001-FE,"RC2010 1K 1% 0,75W TK100",16000,0.0219
Rutronik,ASJ,CR50-101-JE,"RC2010 100R 5% 0,75W TK100",0,0.016
Rutronik,ASJ,CR50-102-JE,"RC2010 1K 5% 0,75W TK100",0,0.016
Rutronik,ASJ,CR50-1021-FE,"RC2010 1,02K 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-1051-FE,"RC2010 1,05K 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-10R0-FE,"RC2010 10R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-1100-FE,"RC2010 110R 1% 0,75W TK100",8000,0.0219
Rutronik,ASJ,CR50-1101-FE,"RC2010 1,1K 1% 0,75W TK100",8000,0.0219
Rutronik,ASJ,CR50-1200-FE,"RC2010 120R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-1300-FE,"RC2010 130R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-132-JE,"RC2010 1,3K 5% 0,75W TK100",8000,0.016
Rutronik,ASJ,CR50-1500-FE,"RC2010 150R 1% 0,75W TK100",68000,0.0219
Rutronik,ASJ,CR50-1501-FE,"RC2010 1,5K 1% 0,75W TK100",4000,0.0219
Rutronik,ASJ,CR50-15R0-FE,"RC2010 15R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-1600-FE,"RC2010 160R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-1800-FE,"RC2010 180R 1% 0,75W TK100",32000,0.0219
Rutronik,ASJ,CR50-1801-FE,"RC2010 1,8K 1% 0,75W TK100",16000,0.0219
Rutronik,ASJ,CR50-1872-FK,"RC2010 18,7K 1% 0,75W TK100",20000,0.0219
Rutronik,ASJ,CR50-18R0-FE,"RC2010 18R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-1R00-FE,"RC2010 1R 1% 0,75W TK200",4000,0.0267
Rutronik,ASJ,CR50-1R10-FE,"RC2010 1,1R 1% 0,75W TK200",4000,0.0267
Rutronik,ASJ,CR50-1R50-FE,"RC2010 1,5R 1% 0,75W TK200",0,0.0267
Rutronik,ASJ,CR50-2000-FE,"RC2010 200R 1% 0,75W TK100",8000,0.0219
Rutronik,ASJ,CR50-2001-FE,"RC2010 2K 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-20R0-FE,"RC2010 20R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-2200-FE,"RC2010 220R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-22R0-FE,"RC2010 22R 1% 0,75W TK100",44000,0.0219
Rutronik,ASJ,CR50-2400-FE,"RC2010 240R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-2490-FE,"RC2010 249R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-24R0-FE,"RC2010 24R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-2700-FE,"RC2010 270R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-27R0-FE,"RC2010 27R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-2R20-FE,"RC2010 2,2R 1% 0,75W TK200",4000,0.0267
Rutronik,ASJ,CR50-3000-FE,"RC2010 300R 1% 0,75W TK100",32000,0.0219
Rutronik,ASJ,CR50-30R0-FE,"RC2010 30R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-3300-FE,"RC2010 330R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-33R0-FE,"RC2010 33R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-3600-FE,"RC2010 360R 1% 0,75W TK100",4000,0.0219
Rutronik,ASJ,CR50-36R0-FE,"RC2010 36R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-3900-FE,"RC2010 390R 1% 0,75W TK100",12000,0.0219
Rutronik,ASJ,CR50-4300-FE,"RC2010 430R 1% 0,75W TK100",4000,0.0219
Rutronik,ASJ,CR50-43R0-FE,"RC2010 43R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-4700-FE,"RC2010 470R 1% 0,75W TK100",28000,0.0219
Rutronik,ASJ,CR50-471-JE,"RC2010 470R 5% 0,75W TK100",4000,0.016
Rutronik,ASJ,CR50-47R0-FE,"RC2010 47R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-5100-FE,"RC2010 510R 1% 0,75W TK100",128000,0.0219
Rutronik,ASJ,CR50-511-JE,"RC2010 510R 5% 0,75W TK100",4000,0.016
Rutronik,ASJ,CR50-51R0-FE,"RC2010 51R 1% 0,75W TK100",60000,0.0219
Rutronik,ASJ,CR50-5600-FE,"RC2010 560R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-561-JE,"RC2010 560R 5% 0,75W TK100",208000,0.016
Rutronik,ASJ,CR50-56R0-FE,"RC2010 56R 1% 0,75W TK100",16000,0.0219
Rutronik,ASJ,CR50-5R10-FE,"RC2010 5,1R 1% 0,75W TK200",0,0.0267
Rutronik,ASJ,CR50-5R6-JE,"RC2010 5,6R 5% 0,75W TK200",124000,0.0216
Rutronik,ASJ,CR50-6200-FE,"RC2010 620R 1% 0,75W TK100",108000,0.0219
Rutronik,ASJ,CR50-62R0-FE,"RC2010 62R 1% 0,75W TK100",180000,0.0219
Rutronik,ASJ,CR50-6800-FE,"RC2010 680R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-681-JE,"RC2010 680R 5% 0,75W TK100",8000,0.016
Rutronik,ASJ,CR50-68R0-FE,"RC2010 68R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-6R20-FE,"RC2010 6,2R 1% 0,75W TK200",0,0.0267
Rutronik,ASJ,CR50-7500-FE,"RC2010 750R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-75R0-FE,"RC2010 75R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-7R50-FE,"RC2010 7,5R 1% 0,75W TK200",4000,0.0267
Rutronik,ASJ,CR50-82R0-FE,"RC2010 82R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-82R5-FE,"RC2010 82,5R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-9100-FE,"RC2010 910R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR50-91R0-FE,"RC2010 91R 1% 0,75W TK100",0,0.0219
Rutronik,ASJ,CR63-100-JE,RC2512 10R 5% 1W TK100,4000,0.0249
Rutronik,ASJ,CR63-101-JE,RC2512 100R 5% 1W TK100,0,0.0249
Rutronik,ASJ,CR63-103-JE,RC2512 10K 5% 1W TK100,0,0.0249
Rutronik,ASJ,CR63-123-JE,RC2512 12K 5% 1W TK100,8000,0.0249
Rutronik,ASJ,CR63-1300-FE,RC2512 130R 1% 1W TK100,0,0.0335
Rutronik,ASJ,CR63-1800-FE,RC2512 180R 1% 1W TK100,0,0.0335
Rutronik,ASJ,CR63-1R00-FE,RC2512 1R 1% 1W TK200,12000,0.0492
Rutronik,ASJ,CR63-222-JE,"RC2512 2,2K 5% 1W TK100",0,0.0249
Rutronik,ASJ,CR63-22R0-FE,RC2512 22R 1% 1W TK100,4000,0.0335
Rutronik,ASJ,CR63-244-JE,RC2512 240K 5% 1W TK100,0,0.0249
Rutronik,ASJ,CR63-391-JE,RC2512 390R 5% 1W TK100,0,0.0249
Rutronik,ASJ,CR63-4122-FK,"RC2512 41,2K 1% 1W TK100",0,0.0246
Rutronik,ASJ,CR63-561-JE,RC2512 560R 5% 1W TK100,0,0.0249
Rutronik,ASJ,CR63-752-JE,"RC2512 7,5K 5% 1W TK100",0,0.0249
Rutronik,ASSMANN WSW,A 13-L2/SILVER,13P FEMALE CONNECTOR STRAIGHT,0,3.96
Rutronik,ASSMANN WSW,A 13-S1/SILVER,13P MALE CONNECTOR RIGHT ANGLE,0,3.02
Rutronik,ASSMANN WSW,A 16-LC-TT,16P DIL Socket THT stamped contacts,0,0.15
Rutronik,ASSMANN WSW,A 16P-WO/C,16P DIL Socket SMD,0,0.6093
Rutronik,ASSMANN WSW,A 31-L2/SILVER,31P FEMALE CONNECTOR STRAIGHT,0,6.35
Rutronik,ASSMANN WSW,A 40-LC TT,40P DIL Socket THT stamped contacts,0,0.4442
Rutronik,ASSMANN WSW,A-08-LC/TT,08P DIL Socket THT stamped contacts,0,0.0988
Rutronik,ASSMANN WSW,A-14-LC-TT,14P DIL Socket THT stamped contacts,0,0.1615
