ASIN,Brand,Est. Monthly Revenue,Price,FBA Sellers,Est. Monthly Units Sold,Amazon In-Stock Rate,UPC,Part Number,Product name,Bought in past month,Reviews: Rating,Reviews: Review Count,Buy Box: Current,Buy Box Seller,FBA Fees:,Referral Fee based on current Buy Box price,"Count of retrieved live offers: New, FBA",Product Codes: EAN,Product Codes: UPC,Product Codes: PartNumber
B0CT3SGHXL,Garmin,581156.38,231.26,13,2513,1,753759326593,010-02863-20,"Garmin Forerunner 165, Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Black",3000,4.7,751,199.99,Beach Camera Same Day Shipping (96% A13BNE3P7C8THK),4.01,16,11,0753759326593,753759326593,010-02863-20
B0BS1T9J4Y,Garmin,494452.53,436.41,15,1133,1,753759313654,010-02810-00,"Garmin Forerunner 265 Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Black and Powder Gray",2000,4.6,654,349.99,The PlayBetter Store (96% A1M8B88YR0AAGH),4.01,28,13,"0753759313715, 0753759313654","753759313654, 753759313715",010-02810-00
B0CDC6Y617,Garmin,1096966.62,407.34,8,2693,1,753759314798,010-02785-02,Garmin Venu 3S Soft Gold Stainless Steel Bezel 1.2-Inch AMOLED Touchscreen Display Smart Watch with 41mm French Gray Case and Silicone Band,3000,4.4,3570,349.99,Escape To Nature (100% AJ8MVEQQ9DH2X),4.01,28,8,0753759314798,753759314798,010-02785-02
B0CDC6C4TQ,Garmin,232657.76,446.56,10,521,1,753759314811,010-02785-04,Garmin Venu 3S Soft Gold Stainless Steel Bezel 1.2-Inch AMOLED Touchscreen Display Smart Watch with 41mm Ivory Case and Silicone Band,2000,4.4,3570,349.99,Sports-and-Gadgets (97% AY1YC2BWA3QO7),4.01,35,10,0753759314811,753759314811,010-02785-04
B0CS48TSKZ,Garmin,220.17,220.17,1,1,0,657768917035,010-02626-13-cr,"Garmin Instinct 2, Camo-Edition, GPS Outdoor Watch, Multi-GNSS Support, Tracback Routing, Graphite Camo (Renewed), 45 MM",,4.6,90,219.99,Escape To Nature (100% AJ8MVEQQ9DH2X),4.01,24.59,0,0657768917035,657768917035,010-02626-13-cr
B0B3PNFK9H,Garmin,153559.75,105.25,8,1459,0.114,753759300883,010-13118-00,"Garmin HRM-Pro Plus, Premium Chest Strap Heart Rate Monitor, Captures Running Dynamics, Transmits via ANT+ and BLE - 010-13118-00",1000,4.6,6724,104.99,Westronique (98% A2GH7KLQIV94GU),4.01,15.75,6,0753759300883,753759300883,010-13118-00
B0DN6Y991M,Garmin,519931.72,116.42,7,4466,1,753759346898,010-13118-05,"Garmin HRM-Pro Plus, Premium Chest Strap Heart Rate Monitor, Captures Running Dynamics, Transmits via ANT+ and BLE (010-13118-05)",4000,4.7,143,115.77,Amazon,4.01,16.27,7,0753759346898,753759346898,010-13118-05
B092RCLKHN,Garmin,501914.55,163.65,11,3067,1,753759279608,010-02562-00,"Garmin Forerunner 55, GPS Running Watch with Daily Suggested Workouts, Up to 2 weeks of Battery Life, Black - 010-02562-00",3000,4.6,4055,166.85,Stavvy Sales (100% A1DGBLXYNEW9LX),4.01,13.35,10,0753759279608,753759279608,010-02562-00
B09PSKG7C3,Garmin,678032.42,304.46,24,2227,1,753759281236,010-02602-00,"Garmin inReach Mini 2, Lightweight and Compact Satellite Communicator, Hiking Handheld, Orange - 010-02602-00",2000,4.5,1392,305,Digital Village (90% A762DAYKU2MSF),4.26,24.4,21,0753759281236,753759281236,010-02602-00
B07HP7P4JT,Garmin,,,,Not in SS,,,,"Smartwatch GARMIN Vivoactive 3 1,2in GPS Waterproof 5 ATM Glonass Black Stainless Steel (Renewed)",100,4.2,275,109.99,Escape To Nature (100% AJ8MVEQQ9DH2X),5.1,8.8,0,0603784385013,603784385013,010-01769-00-cr
B0CG6NR413,Garmin,691900.16,230.02,19,3008,1,753759324902,010-02862-10,"Garmin vívoactive 5, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery, Black",2000,4.4,5305,233.48,Amazon,4.01,18.68,18,0753759324902,753759324902,010-02862-10
B0CP9C4RKN,Garmin,256034.2,237.95,8,1076,1,753759324711,010-02839-00,"Garmin Lily 2, Small and Stylish Smartwatch, Hidden Display, Patterned Lens, Up to 5 Days Battery Life, Coconut",1000,4.2,469,199.99,Sports-and-Gadgets (97% AY1YC2BWA3QO7),4.01,16,6,0753759324711,753759324711,010-02839-00
B0D79FQWJJ,Garmin,,,,Not in SS,,,,"Garmin vívosmart® 5, Fitness Tracker, Long-Lasting Battery, Simple Design, Black (Renewed)",,4.6,3,139.99,Tech Geeks (93% A1E9A3DEYVWP2E),4.26,11.2,1,0796575677814,796575677814,010-02645-00-cr
B0CG6NBJ61,Garmin,715113.3,233.85,13,3058,1,753759324919,010-02862-11,"Garmin vívoactive 5, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery, Ivory",3000,4.4,5305,238,Amazon,4.01,19.04,8,0753759324919,753759324919,010-02862-11
B0CDC6H66Y,Garmin,221335.09,440.03,12,503,1,753759314743,010-02784-01,Garmin Venu 3 Slate Stainless Steel Bezel 1.4-Inch AMOLED Touchscreen Display Smart Watch with 45mm Black Case and Silicone Band,1000,4.4,3570,349.99,Certified Brands (97% A3OFPW0FX55M8T),4.01,28,8,0753759314743,753759314743,010-02784-01
B08X1L2CDK,Garmin,94075.05,182.67,15,515,1,753759275389,010-02472-00,"Garmin Approach S12, Easy-to-Use GPS Golf Watch, 42k+ Preloaded Courses, Black, 010-02472-00",500,4.5,2549,149.99,Sports-and-Gadgets (97% AY1YC2BWA3QO7),4.01,12,16,0753759275389,753759275389,010-02472-00
B0CT3VBDTV,Garmin,285557.04,239.16,5,1194,1,753759326609,010-02863-21,"Garmin Forerunner 165, Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Whitestone",1000,4.7,406,199.99,Sports-and-Gadgets (97% AY1YC2BWA3QO7),4.01,16,3,0753759326609,753759326609,010-02863-21
B07FN7QDCR,Garmin,,,,Not in SS,,,,Garmin vívoactive 3 GPS Smartwatch - White & Stainless (Renewed),50,4.3,219,129.99,Escape To Nature (100% AJ8MVEQQ9DH2X),4.66,10.4,0,0748926488921,748926488921,010-01769-21-cr
B0BS2F6DJ3,Garmin,240451.26,442.82,9,543,1,753759313692,010-02810-04,"Garmin Forerunner 265S Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Whitestone and Neo Tropic 42 mm",1000,4.7,261,349.99,Sports-and-Gadgets (97% AY1YC2BWA3QO7),4.01,28,9,0753759313692,753759313692,010-02810-04
B0BS1TP8TJ,Garmin,100380.24,567.12,8,177,0.978,753759313852,010-02809-02,"Garmin Forerunner® 965 Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Amp Yellow and Black",200,4.6,254,499.99,The PlayBetter Store (96% A1M8B88YR0AAGH),4.01,40,5,0753759313852,753759313852,010-02809-02
B0DDM7PFLW,Garmin,345788.53,131.93,8,2621,1,753759334543,010-02899-00,"Garmin Dash Cam™ Mini 3, Ultracompact 1080p HD Dash Cam with a 140-degree Field of View, Built in Clarity™ Polarizer, Voice Controlled, Automatic Recording",1000,4.1,380,139.99,DirectSupplyClub (99% A14WNZUZC1YICU),4.01,11.2,9,0753759334543,753759334543,010-02899-00
B0BS1XZY7T,Garmin,605977.19,561.61,12,1079,1,753759313838,010-02809-00,"Garmin Forerunner® 965 Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Black and Powder Gray, 010-02809-00",1000,4.6,793,499.99,Certified Brands (97% A3OFPW0FX55M8T),4.01,40,13,0753759313838,753759313838,010-02809-00
B0CWB662HK,Garmin,153267.84,290.28,12,528,1,753759326616,010-02863-30,"Garmin Forerunner 165 Music, Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Music on Your Wrist, Black",500,4.5,329,249.99,The PlayBetter Store (96% A1M8B88YR0AAGH),4.01,20,7,0753759326616,753759326616,010-02863-30
B092RH28GN,Garmin,214919.1,168.3,6,1277,1,753759279615,010-02562-01,"Garmin Forerunner 55, GPS Running Watch with Daily Suggested Workouts, Up to 2 weeks of Battery Life, White",1000,4.6,4055,167.99,Stavvy Sales (100% A1DGBLXYNEW9LX),4.01,13.44,6,0753759279615,753759279615,010-02562-01
B07N3C5WRG,Garmin,124839.96,53.88,7,2317,0.217,753759223137,010-12883-00,"Garmin HRM-Dual Heart Rate Monitor, Black - 010-12883-00",2000,4.2,22946,59.9,Top Sports (99% A3V25H3S1O04O9),4.01,8.99,6,0753759223137,753759223137,010-12883-00
B0CGYHYX7X,Garmin,,,,Not in SS,,,,"Garmin Descent Mk2S, Smaller-Sized Watch-Style Dive Computer, Multisport Training/Smart Features, Light Gold with Light Sand Silicone Band, (010-02403-00) (Renewed)",,4.6,25,649.99,Escape To Nature (100% AJ8MVEQQ9DH2X),5.1,59.02,0,0657768620904,657768620904,010-02403-00-cr
B07Y2LZYS8,Garmin,,,,Not in SS,,,,"Garmin Edge 830, Performance GPS Cycling/Bike Computer with Mapping, Dynamic Performance Monitoring and Popularity Routing (Renewed)",50,4.4,61,319.95,Bulkbuy Partners (98% A1LETKR4WXJNO5),4.26,25.6,1,0760575455437,760575455437,CRT2GREDGE830
B0F38GK1QZ,Garmin,175794.14,299.99,6,586,0.459,753759342807,010-02985-00,"Garmin vívoactive® 6, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery, Slate with Black Band",500,4.2,47,299.99,Sports-and-Gadgets (97% AY1YC2BWA3QO7),4.01,24,6,0753759342807,753759342807,010-02985-00
B09NMMN9W8,Garmin,197995.59,188.03,22,1053,0.762,753759278823,010-02626-10,"Garmin 010-02626-10 Instinct 2, Rugged Outdoor Watch with GPS, Built for All Elements, Multi-GNSS Support, Tracback Routing and More, graphite",1000,4.5,3065,213.95,Big Rocket Man USA (99% A277OBQI4W0O7V),4.01,17.12,14,0753759278823,753759278823,010-02626-10
B0BW34M77J,Garmin,174741.12,303.37,8,576,1,753759319380,010-02805-10,"Garmin Instinct 2X Solar, Rugged GPS Smartwatch, Built-in Flashlight, Solar Charging Capability, Multi-Band GNSS, Graphite",500,4.6,638,297.99,Amazon,4.01,30.84,7,0753759319380,753759319380,010-02805-10
B095QX1FSR,Garmin,286687.18,571.09,11,502,1,075375927016,010-02356-00,"Garmin Approach R10, Portable Golf Launch Monitor, Take Your Game Home, Indoors or to the Driving Range, Up to 10 Hours Battery Life - 010-02356-00",1000,4.2,812,449.98,Amazon,5.88,36,8,"0753759270162, 0075375927016","075375927016, 753759270162",010-02356-00
B0DGWDRGP6,Garmin,168245.96,283.72,5,593,1,753759342685,010-02891-00,"Garmin Lily® 2 Active, Small and Stylish Smartwatch, Built-in GPS, Hidden Display, Patterned Lens, Up to 9 Days Battery Life, Lunar Gold with Bone Silicone Band",500,4.4,83,249.99,Amazon,4.01,27,3,0753759342685,753759342685,010-02891-00
B09NMKGRMZ,Garmin,307529.11,238.21,17,1291,1,753759278922,010-02627-10,"Garmin Instinct 2 Solar, GPS Outdoor Watch, Solar Charging Capabilities, Multi-GNSS Support, Tracbak Routing, Graphite",1000,4.5,3066,255.38,Digital Village (90% A762DAYKU2MSF),4.01,27.43,12,0753759278922,753759278922,010-02627-10
B08LF13X8B,Garmin,106914.06,179.99,2,594,1,753759268299,010-02550-00,"Garmin 010-02550-00 Striker Vivid 4cv, Easy-to-Use 4-inch Color Fishfinder and Sonar Transducer, Vivid Scanning Color Palettes",500,4.7,2015,179.99,"The GPS Store, Inc. (98% AZCUN7CVO6U4J)",7.08,14.4,2,"0753759268299, 0753759268305","753759268305, 753759268299",010-02550-00
B07VCH8XHL,Garmin,,,,Not in SS,,,,"Garmin Forerunner 245 Music, GPS Running Smartwatch with Music and Advanced Dynamics, Black (Renewed)",50,4.5,312,249.99,Escape To Nature (100% AJ8MVEQQ9DH2X),4.26,27,0,0714752518101,714752518101,010-02120-20-cr
B0CG6LMQHH,Garmin,300014.32,229.72,13,1306,0.979,753759324933,010-02862-13,"Garmin vívoactive 5, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery, Orchid",1000,4.4,5305,229.99,Amazon,4.01,18.4,11,0753759324933,753759324933,010-02862-13
B09ZK8GV9X,Garmin,435975.54,328.79,4,1326,0.84,753759293673,010-02738-00,"Garmin d?zl OTR610, Large, Easy-to-Read 6 GPS Truck Navigator, Custom Truck Routing, High-Resolution Birdseye Satellite Imagery, Directory of Truck & Trailer Services",1000,4.4,597,339.95,BulkBuyPartners (98% A3FZ0U30ZE203H),4.66,27.2,2,0753759293673,753759293673,010-02738-00
B0B5VVNJBF,Garmin,108000.87,186.53,24,579,0.946,753759304799,010-02701-00,"Garmin Venu® Sq 2 GPS Smartwatch, All-Day Health Monitoring, Long-Lasting Battery Life, AMOLED Display, Slate and Shadow Gray",500,4.5,1593,194.95,Savings Story (95% A1VNLTVSZ57BEP),4.01,15.6,20,0753759304799,753759304799,010-02701-00
B0F38FCHD2,Garmin,169494.35,299.99,4,565,0.459,753759342814,010-02985-01,"Garmin vívoactive® 6, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery, Lunar Gold with Bone Band",500,4.2,47,299.99,Beach Camera Same Day Shipping (96% A13BNE3P7C8THK),4.01,24,4,0753759342814,753759342814,010-02985-01
B0CNJ5V5DM,Garmin,48130.81,206.57,1,233,0,657768796296,010-02862-11-cr,"Garmin vívoactive 5, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery (Renewed) (Ivory)",200,4.1,68,209.95,Bulkbuy Partners (98% A1LETKR4WXJNO5),4.26,23.81,0,0657768796296,657768796296,010-02862-11-cr
B0D2S1VCP3,Garmin,17239.32,205.23,1,84,0,796575214026,010-02862-13-cr,"Garmin vívoactive 5, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery (Renewed)",50,4.1,68,209.95,Bulkbuy Partners (98% A1LETKR4WXJNO5),4.26,16.8,1,0796575214026,796575214026,010-02862-13-cr
B0DKQW947V,Garmin,16698.36,198.79,1,84,0,703670739569,010-02862-12-cr,"Garmin vívoactive 5, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery (Renewed) (Navy)",50,4.1,68,199.95,Bulkbuy Partners (98% A1LETKR4WXJNO5),4.26,16,1,0703670739569,703670739569,010-02862-12-cr
B0CY2J7M7D,Garmin,76153,197.8,1,385,0,753759335106,010-N2862-10,"Garmin vívoactive 5, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery (Renewed) (Black)",300,4.1,68,199.95,Bulkbuy Partners (98% A1LETKR4WXJNO5),4.26,22.99,0,0753759335106,753759335106,010-N2862-10
B09VY63659,Garmin,82217.72,147.08,8,559,0.692,753759295066,010-02645-00,"Garmin vívosmart® 5, Fitness Tracker, Long-Lasting Battery, Simple Design, Black",500,3.7,648,149.99,Heart Rate Monitors USA (96% A3H9V1EMGQSHX7),4.01,12,6,0753759295066,753759295066,010-02645-00
B09VY61RJH,Garmin,37153.29,149.21,6,249,1,753759295080,010-02645-02,"Garmin vívosmart® 5, Fitness Tracker, Long-Lasting Battery, Simple Design, Cool Mint",200,4,243,149.99,Heart Rate Monitors USA (96% A3H9V1EMGQSHX7),4.01,12,5,0753759295080,753759295080,010-02645-02
B09VY6SCTC,Garmin,36513.36,146.64,5,249,0.411,753759295424,010-02645-04,"Garmin vívosmart® 5, Fitness Tracker, Long-Lasting Battery, Simple Design, Black Large",300,3.9,461,149.99,Certified Brands (97% A3OFPW0FX55M8T),4.01,12,6,0753759295424,753759295424,010-02645-04
B09VY5NRL5,Garmin,24172.02,149.21,6,162,1,753759295073,010-02645-01,"Garmin vívosmart® 5, Fitness Tracker, Long-Lasting Battery, Simple Design, White",200,4.1,158,149.99,DealsDailyUS (98% A3JZCHWTGPHCAS),4.01,12,5,0753759295073,753759295073,010-02645-01
B09WTP57Z5,Garmin,136878.75,238.05,19,575,1,753759279837,010-02641-00,"Garmin Forerunner® 255, GPS Running Smartwatch, Advanced Insights, Long-Lasting Battery, Slate Gray",500,4.7,553,249.5,Sales For You (99% A3RXWDYTBSNEDO),4.01,19.96,14,0753759279837,753759279837,010-02641-00
B0CDC61XKF,Garmin,56250.18,446.43,8,126,1,753759314781,010-02785-01,Garmin Venu 3S Silver Stainless Steel Bezel 1.2-Inch AMOLED Touchscreen Display Smart Watch with 41mm Sage Gray Case and Silicone Band,400,4.4,3570,349.99,Frontrow Tech LLC (99% AJFLJ7J2AIXGD),4.01,28,9,0753759314781,753759314781,010-02785-01
B07WGJ3J3Z,Garmin,62063.38,104.66,1,593,0,766234227889,010-02036-06-cr,"Garmin Drive 52, GPS Navigator with 5-inch Display, Simple On-Screen Menus and Easy-to-See Maps (Renewed)",500,4.2,1139,109.95,Bulkbuy Partners (98% A1LETKR4WXJNO5),5.1,8.8,1,0766234227889,766234227889,010-02036-06-cr
B0CDC5QC7P,Garmin,105257.88,449.82,8,234,1,753759314774,010-02785-00,Garmin Venu 3S Slate Stainless Steel Bezel 1.2-Inch AMOLED Touchscreen Display Smart Watch with 41mm Pebble Gray Case and Silicone Band,500,4.4,3570,349.99,Certified Brands (97% A3OFPW0FX55M8T),4.01,28,7,0753759314774,753759314774,010-02785-00
B0CJ5RJ4RM,Garmin,35547.68,149.36,4,238,1,753759275174,010-02448-01,"Garmin Bounce™, Kids Smartwatch, Two-Way Text and Voice Messaging, Location Tracking, Lilac Floral",300,4,109,129.99,Amazon,4.01,10.4,3,0753759275174,753759275174,010-02448-01
B0953X73TP,Garmin,93168.64,158.72,9,587,0,753759279639,010-02562-10,"Garmin Forerunner 55 GPS Running Smartwatch, Black",500,4.4,6320,158.9,-ATHQ- (99% A1ERSHXFJW1S9Q),4.01,12.71,9,0753759279639,753759279639,010-02562-10
B0CDC6LH5W,Garmin,67294.5,448.63,10,150,1,753759314736,010-02784-00,Garmin Venu 3 Silver Stainless Steel Bezel 1.4-Inch AMOLED Touchscreen Display Smart Watch with 45mm Whitestone Case and Silicone Band,300,4.4,3569,349.99,Certified Brands (97% A3OFPW0FX55M8T),4.01,28,10,0753759314736,753759314736,010-02784-00
B09WTTD27P,Garmin,216988.2,365.3,18,594,1,753759297022,010-02638-10,"Garmin 010-02638-10 Forerunner® 955, GPS Running Smartwatch, Tailored to Triathletes, Long-Lasting Battery, Black",500,4.5,863,373.07,Home And Office Supply (95% AJ2W9BCNPVX9E),4.26,29.85,15,0753759297022,753759297022,010-02638-10
B08X1LD93B,Garmin,94772.58,188.79,10,502,1,753759275402,010-02472-02,"Garmin Approach S12, Easy-to-Use GPS Golf Watch, 42k+ Preloaded Courses, White, 010-02472-02",500,4.5,2549,149.99,Sports-and-Gadgets (97% AY1YC2BWA3QO7),4.01,12,8,0753759275402,753759275402,010-02472-02
B0BS1T488Z,Garmin,106738.9,442.9,10,241,1,753759313685,010-02810-03,"Garmin Forerunner 265S Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Black and Amp Yellow, 42 mm",500,4.6,212,349.99,Sports-and-Gadgets (97% AY1YC2BWA3QO7),4.01,28,4,0753759313685,753759313685,010-02810-03
B076WBHD2T,Garmin,75515.28,159.99,2,472,1,753759184155,010-01870-00,Garmin 010-01870-00 Striker Plus 4 with Dual-Beam transducer,400,4.6,2310,159.99,Amazon,6.21,12.8,2,"0753759184155, 0753759184162","753759184162, 753759184155",010-01870-00
B0CDC4ZVHZ,Garmin,53206.09,447.11,9,119,1,753759314804,010-02785-03,Garmin Venu 3S Soft Gold Stainless Steel Bezel 1.2-Inch AMOLED Touchscreen Display Smart Watch with 41mm Dust Rose Case and Silicone Band,400,4.4,3569,349.99,Certified Brands (97% A3OFPW0FX55M8T),4.01,28,9,0753759314804,753759314804,010-02785-03
B0BS1TN8QL,Garmin,237104.92,561.86,10,422,1,753759313845,010-02809-01,"Garmin Forerunner® 965 Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Whitestone and Powder Gray",400,4.6,230,499.99,The PlayBetter Store (96% A1M8B88YR0AAGH),4.01,40,9,0753759313845,753759313845,010-02809-01
B0DSG9VCRH,Garmin,187595.31,399.99,6,469,1,753759339449,010-02934-00,"Garmin Instinct® 3 45mm, Solar Charged Display, Rugged Outdoor GPS Smartwatch, Metal-Reinforced Bezel, Built-in Flashlight, Black",400,4.2,45,399.99,The PlayBetter Store (96% A1M8B88YR0AAGH),4.01,32,6,"0753759339449, 0753759339500","753759339449, 753759339500",010-02934-00
B0BS1T7G8S,Garmin,53906.92,441.86,8,122,1,753759313661,010-02810-01,"Garmin Forerunner 265 Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Whitestone and Tidal Blue",300,4.7,169,349.99,Frontrow Tech LLC (99% AJFLJ7J2AIXGD),4.01,28,7,0753759313661,753759313661,010-02810-01
B092RH2NXJ,Garmin,72760.8,170.4,8,427,1,075375927962,010-02562-02,"Garmin Forerunner 55, GPS Running Watch with Daily Suggested Workouts, Up to 2 weeks of Battery Life, Aqua",500,4.6,4055,167.95,Stavvy Sales (100% A1DGBLXYNEW9LX),4.01,13.44,8,"0753759279622, 0075375927962","753759279622, 075375927962",010-02562-02
B0CWB5YSSN,Garmin,106282.74,290.39,8,366,1,753759326623,010-02863-31,"Garmin Forerunner 165 Music, Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Music on Your Wrist, Whitestone",400,4.7,100,249.99,Certified Brands (97% A3OFPW0FX55M8T),4.01,20,7,0753759326623,753759326623,010-02863-31
B08X1P1MZS,Garmin,38729.6,186.2,15,208,0.993,753759275396,010-02472-01,"Garmin Approach S12, Easy-to-Use GPS Golf Watch, 42k+ Preloaded Courses, Granite Blue, 010-02472-01",300,4.5,2549,149.99,Heart Rate Monitors USA (96% A3H9V1EMGQSHX7),4.01,12,8,0753759275396,753759275396,010-02472-01
B0C5RXR6ZL,Garmin,70163.93,180.37,1,389,0,753759322151,010-02469-13-R,"Garmin DriveSmart 66 EX 6-Inch Car GPS Navigator with Advanced Lane Guidance, Real-Time Traffic and Lifetime Map Updates (Black) (Renewed)",300,4.2,274,189.95,Bulkbuy Partners (98% A1LETKR4WXJNO5),5.63,15.2,0,0753759322151,753759322151,010-02469-13-R
B0C25XRPVB,Garmin,14028.3,23.98,4,585,1,753759313982,010-12530-25,Garmin Universal Dash Cam Suction Cup Mount,500,4.2,396,24.99,Amazon,3.68,3.75,4,0753759313982,753759313982,010-12530-25
B09D5PW315,Garmin,222727.96,199.22,4,1118,0.887,753759276515,010-02470-00,"Garmin DriveSmart 76, 7-inch Car GPS Navigator with Bright, Crisp High-resolution Maps and Garmin Voice Assist",500,4.4,2481,249.97,Amazon,5.1,20,2,0753759276515,753759276515,010-02470-00
B09NMKNZYM,Garmin,89773.6,218.96,18,410,1,753759278748,010-02564-10,"Garmin Instinct 2S Solar, Smaller-Sized GPS Outdoor Watch, Solar Charging Capabilities, Multi-GNSS Support, Tracback Routing, Graphite, 40 MM",400,4.5,3066,222.94,Amazon,4.01,17.84,17,0753759278748,753759278748,010-02564-10
B09WTV6MMY,Garmin,494686.96,265.39,22,1864,1,753759279912,010-02641-20,"Garmin Forerunner® 255 Music, GPS Running Smartwatch with Music, Advanced Insights, Long-Lasting Battery, Black - 010-02641-20",500,4.7,1355,289.5,Digital Village (90% A762DAYKU2MSF),4.01,23.16,12,0753759279912,753759279912,010-02641-20
B0BYFDZ6BM,Garmin,384049.53,649.83,13,591,0.76,753759317720,010-02777-10,"Garmin fēnix 7 Pro Sapphire Solar, Multisport GPS Smartwatch, Built-in Flashlight, Solar Charging Capability, Black",500,4.6,1289,649,IMJTech (100% A1JPJSG2LCS41S),4.01,58.93,11,0753759317720,753759317720,010-02777-10
B0BT36VBGM,Garmin,111070.68,344.94,7,322,1,753759299804,010-02694-00,"Garmin Edge 540, Compact GPS Cycling Computer with Button Controls, Targeted Adaptive Coaching, Advanced Navigation and More",300,4.5,222,336.99,Amazon,4.26,26.96,8,"0753759299804, 0753759299835","753759299804, 753759299835",010-02694-00
B0DQ9KDKT2,Garmin,46474.19,79.99,8,581,0.425,753759341640,010-13388-00,"Garmin HRM 200 Heart Rate Monitor, Accurate Heart Rate and HRV Data, Comfortable Machine Washable Strap, M-XL",500,4.4,16,79.99,Amazon,3.79,12,8,"0753759341640, 0753759349547","753759349547, 753759341640",010-13388-00
B07DXGF1JD,Garmin,,,,Not in SS,,,,Garmin Vivoactive 3 GPS Smartwatch with Built-in Sports Apps - Black/Silver (Renewed),,4.5,2082,129.99,Escape To Nature (100% AJ8MVEQQ9DH2X),5.1,10.4,0,0800265797659,800265797659,J2-FIFL-WVXB
B0BW288CHV,Garmin,199927.91,344.11,8,581,1,753759319410,010-02805-13,"Garmin Instinct 2X Solar - Tactical Edition, Rugged GPS Smartwatch, Built-in Flashlight, Ballistics Calculator, Solar Charging Capability, Black",500,4.5,451,379,Smooth Value (98% A36P3JXUIECQ51),4.01,37.33,6,0753759319410,753759319410,010-02805-13
B08LF2NML8,Garmin,157878.64,419.89,1,376,1,753759268367,010-02552-00,"Garmin Striker Vivid 7cv, U.S. with GT20-TM Transducer - Easy-to-Use 7-inch Color Fishfinder and Sonar Transducer, Vivid Scanning Sonar Color Palettes (010-02552-00)",300,4.4,336,419.99,"The GPS Store, Inc. (98% AZCUN7CVO6U4J)",7.88,33.6,1,"0753759268367, 0753759268374","753759268374, 753759268367",010-02552-00
B09ZJXYL6W,Garmin,114208.08,363.72,14,314,0.838,753759298579,010-02747-00,Garmin 7-Inch RV 795 GPS Navigator,400,4.3,591,398,HALF TIME (99% A2AWKZBCPMNLY2),5.1,31.84,10,0753759298579,753759298579,010-02747-00
B0F38G9DLV,Garmin,70797.64,299.99,5,236,0.458,753759342821,010-02985-02,"Garmin vívoactive® 6, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery, Metallic Jasper Green with Jasper Green Band",300,4.2,47,299.99,Frontrow Tech LLC (99% AJFLJ7J2AIXGD),4.01,24,4,0753759342821,753759342821,010-02985-02
B0DRZ1WN36,Garmin,174154.75,299.75,7,581,0.955,753759350666,010-03009-00,"Garmin Approach® S44, Essential Golf GPS Smartwatch, AMOLED Display, On-Course Features, Silver Aluminum Bezel with Black Silicone Band",500,4.1,50,299.99,Heart Rate Monitors USA (96% A3H9V1EMGQSHX7),4.01,24,2,0753759350666,753759350666,010-03009-00
B09D5MQQKD,Garmin,98170.4,299.3,6,328,1,753759276591,010-02471-00,"Garmin DriveSmart 86, 8-inch Car GPS Navigator with Bright, Crisp High-resolution Maps and Garmin Voice Assist",400,4.4,2481,299.99,Amazon,5.48,24,6,0753759276591,753759276591,010-02471-00
B07CHZ8Z15,Garmin,,,,Not in SS,,,,Garmin Forerunner 935 Running GPS Unit (Black) (Renewed),,4.6,149,199.99,Escape To Nature (100% AJ8MVEQQ9DH2X),4.26,16,0,0800265775879,800265775879,010-01746-00
B0CJ5QCHRZ,Garmin,57292.8,149.2,5,384,1,753759275167,010-02448-00,"Garmin Bounce™, Kids Smartwatch, Two-Way Text and Voice Messaging, Location Tracking, Black Camo",300,4,109,149,Amazon,4.01,11.92,3,0753759275167,753759275167,010-02448-00
B0DSC8JF59,Garmin,164918.76,443.33,8,372,1,753759339470,010-02936-00,"Garmin Instinct® 3 45mm, AMOLED Display, Rugged Outdoor GPS Smartwatch, Metal-Reinforced Bezel, Built-in Flashlight, Up to 18 Days of Battery Life, Black",400,4.3,76,438.99,Amazon,4.01,35.12,7,"0753759339470, 0753759339487","753759339470, 753759339487",010-02936-00
