link,ASIN,Product Codes: PartNumber,Title,Sales Rank: Current,Bought in past month,Buy Box: Current,Sales Rank: 90 days avg.,Sales Rank: Reference,Sales Rank: Subcategory Sales Ranks,Sales Rank: 90 days drop %,Sales Rank: Drops last 90 days,90 days change % monthly sold,Return Rate,Reviews: Rating,Reviews: Review Count,Reviews: Review Count - 90 days drop %,Reviews: Ratings - Format Specific,Reviews: Reviews - Format Specific,Last Price Change,Buy Box: 90 days avg.,Buy Box: 90 days drop %,Buy Box: Stock,Buy Box out of stock percentage: 90 days OOS %,Buy Box Seller,Buy Box: % Amazon 90 days,Buy Box: % Top Seller 90 days,Buy Box: Winner Count 90 days,Buy Box: Standard Deviation 90 days,Buy Box: Flipability 90 days,Buy Box: Is FBA,Buy Box: Unqualified,Amazon: Current,Amazon: 90 days avg.,Amazon: 90 days drop %,Amazon: Stock,Amazon out of stock percentage: 90 days OOS %,New: Current,New: 90 days avg.,New: 90 days drop %,New out of stock percentage: 90 days OOS %,"New, 3rd Party FBA: Current","New, 3rd Party FBA: 90 days avg.","New, 3rd Party FBA: 90 days drop %","New, 3rd Party FBA: Stock",FBA Fees:,Referral Fee ,Referral Fee based on current Buy Box price,"New, 3rd Party FBM: Current","New, 3rd Party FBM: 90 days avg.","New, 3rd Party FBM: 90 days drop %","New, 3rd Party FBM: Stock","New, Prime Exclusive: Current","New, Prime Exclusive: 90 days avg.","New, Prime Exclusive: 90 days drop %",Lightning Deals: Current,Buy Box Used: Current,Buy Box Used: 90 days avg.,Buy Box Used: 90 days drop %,Buy Box Used: Seller,Buy Box Used: Is FBA,Buy Box Used: Condition,Used: Current,Used: 90 days avg.,Used: 90 days drop %,Used out of stock percentage: 90 days OOS %,"Used, like new: Current","Used, like new: 90 days avg.","Used, like new: 90 days drop %","Used, very good: Current","Used, very good: 90 days avg.","Used, very good: 90 days drop %","Used, good: Current","Used, good: 90 days avg.","Used, good: 90 days drop %","Used, acceptable: Current","Used, acceptable: 90 days avg.","Used, acceptable: 90 days drop %",Warehouse Deals: Current,Warehouse Deals: 90 days avg.,Warehouse Deals: 90 days drop %,List Price: Current,List Price: 90 days avg.,List Price: 90 days drop %,Rental: Current,Rental: 90 days avg.,Rental: 90 days drop %,eBay New: Current,eBay New: 90 days avg.,eBay New: 90 days drop %,eBay Used: Current,eBay Used: 90 days avg.,eBay Used: 90 days drop %,Total Offer Count,New Offer Count: Current,New Offer Count: 90 days avg.,"Count of retrieved live offers: New, FBA","Count of retrieved live offers: New, FBM",Used Offer Count: Current,Used Offer Count: 90 days avg.,Tracking since,Listed since,Categories: Root,Categories: Sub,Categories: Tree,Launchpad,Website Display Group: Name,Product Codes: EAN,Product Codes: GTIN,Product Codes: UPC,Parent ASIN,Variation ASINs,Freq. Bought Together,Type,Manufacturer,Brand,Brand Store Name,Brand Store URL Name,Product Group,Model,Variation Attributes,Color,Size,Unit Count: Unit Value,Unit Count: Unit Type,Scent,Item Form,Pattern,Style,Material,Item Type,Target Audience,Recommended Uses,Specific Uses,Product Benefit,Edition,Format,Author,Contributors,Binding,Number of Items,Number of Pages,Publication Date,Release Date,Languages,Video Count,Has Main Video,Main Videos,Additional Videos,Has A+ Content,Package: Dimension (cm³),Package: Weight (g),Package: Quantity,Item: Dimension (cm³),Item: Weight (g),Included Components,Ingredients,Active Ingredients,Special Ingredients,Safety Warning,Batteries Required,Batteries Included,Hazardous Materials,Is HazMat,Heat Sensitive,Adult Product,Is Merch on Demand,Trade-In Eligible,Prime Eligible (Amazon offer),Subscribe and Save,Comment,Ab.pl,ELko Group,Wortmann,D&H,Ingram,Asi,Malab,Cost (Dollars),Target Price,BuyBox,Shipping,Total Revenue,Selling on Amazon Fee,FBA Fee,Inbounding Cost,Ship to Amazon Cost,Total Fulfillment Cost,Seller Proceeds,Cost of Product,Net Profit,Net Margin,Qty,Expected margin,Total margin
https://www.amazon.com/dp/B09S2QLBWC,B09S2QLBWC,CT2K32G48C40S5,"Crucial 64GB DDR5 RAM Kit (2x32GB), 4800MHz CL40 Laptop Memory - SODIMM 262-Pin - Compatible with 12th Intel Core - CT2K32G48C40S5",,500,144.99,,,72 | Top 0.01% | Computer Memory,,-1,-1 %,,4.8,8800,-7.00 %,6337,317,2025/04/29 10:24,147.75,2.00 %,1000,0 %,Amazon,74%,74%,7,8.11,12,yes,no,144.99 $,149.35 $,3.00 %,1000,2 %,144.99 $,145.05 $,,0 %,,159.90 $,,,3.06,8,11.60 $,144.99 $,145.58 $,,472,,,,,,128.47 $,,-,no,,,128.49 $,,97 %,,127.58 $,,,,,,129.34 $,,,,,,129.34 $,-1.00 %,170.99 $,188.55 $,9.00 %,,,,,,,,,,36,36,37,1,30,,1,2022/02/23,2022/02/22,Electronics,Memory,Electronics › Computers & Accessories › Computer Components › Internal Components › Memory,no,Personal Computer,649528906564,,649528906564,B0DQ296X79,"B0BLTG7TN6,B0DSQWZ5G2,B09S2QLBWC,B09S2QT75C,B0C79F1T23,B0CT9CZD6K,B09S2MN8JH,B0BLTGMCB7,B09S2QSTRS,B0C79QT9DT,B0C79TTFVX,B0CTBB92LB,B09RVNMGFH,B0BLTDTD86,B09S2PNYTY,B0BLTDRRLF,B0DSQMKYLN,B0C79T2CP7,B0C79K5VGZ,B0C79LKJK4","B0BHJJ9Y77, B0D22HN6PT",INTERNAL_MEMORY,Crucial,Crucial,Crucial,Crucial,Personal Computer,CT2K32G48C40S5,Size: 64GB Kit (2x32GB); Style: 4800MHz;,,64GB Kit (2x32GB),,,,,,4800MHz,,computer-internal-memory,,,,,,,,,Personal Computers,2,,,2022/02/22 06:21,English: Published; English: Original Language;,10,yes,"[{""title"":""Crucial DDR5 4800MHz SODIMM DRAM"",""image"":""51Drcd-+gQL.jpg"",""duration"":30,""creator"":""Main"",""name"":""Crucial"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/9ac5b7f3-d76e-4f14-92c4-dc96e3f64671/default.jobtemplate.hls.m3u8""}]","[{""title"":""Fascinating Features of This Crucial RAM Memory"",""image"":""912Ks4jtOOL.jpg"",""duration"":46,""creator"":""Influencer"",""name"":""GlitchFactor"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/dd1acca9-7ec6-4292-b6b3-757afd851ecd/default.jobtemplate.hls.m3u8""},{""title"":""WATCH This Full Review BEFORE You BUY!! (My Experience)"",""image"":""51CIcxnbcHL.jpg"",""duration"":56,""creator"":""Influencer"",""name"":""World Arena Team"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/2aa232eb-91c1-4709-9cf9-a0186cbdffc9/default.jobtemplate.hls.m3u8""},{""title"":""What I've Noticed About This Crucial Ram Kit!..."",""image"":""81WKJnWmBGL.jpg"",""duration"":125,""creator"":""Influencer"",""name"":""🟣Humbug Reviews🟣"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/22c7e0b1-32db-408f-97ae-fd77b143aa4f/default.jobtemplate.hls.m3u8""},{""title"":""This works great!"",""image"":""61F+fQuIhXL.jpg"",""duration"":34,""creator"":""Customer"",""name"":""Irina"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/58178c26-2876-4b5b-a17b-04b5d59e5315/embedded.cc.default.vertical.jobtemplate.hls.m3u8""},{""title"":""Crucial RAM 64GB Kit (2x32GB) DDR5 Laptop Memory - Review"",""image"":""91+83AuHYQL.jpg"",""duration"":41,""creator"":""Influencer"",""name"":""PureReviews"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/62fac8da-3e34-40eb-8014-ca8f12d0e2a3/default.jobtemplate.hls.m3u8""},{""title"":""This product is the best"",""image"":""61YlcmKg2JL.png"",""duration"":6,""creator"":""Customer"",""name"":""ABAYOMI IDRIS YUSUF"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/3a2cefb9-9437-47b0-b315-8d144285e9a3/embedded.cc.default.vertical.jobtemplate.hls.m3u8""},{""title"":""easy upgrade, speeds up the large program loading and generally increases the performance."",""image"":""616sjyo-VOL.png"",""duration"":40,""creator"":""Customer"",""name"":""Patricia Maden"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/76883ce9-fb1b-4b0a-a55d-d6a6e535892d/embedded.cc.default.vertical.jobtemplate.hls.m3u8""},{""title"":""Crucial RAM 32GB DDR5 Laptop Memory - Review"",""image"":""91z8iVhgDwL.jpg"",""duration"":35,""creator"":""Influencer"",""name"":""PureReviews"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/25f2e05f-bc42-46d0-9f05-b253583a3790/default.jobtemplate.hls.m3u8""},{""title"":""DDR5 4800 5200 5600MHz SODIMM DRAM"",""image"":""51M9567M+yL.jpg"",""duration"":42,""creator"":""Vendor"",""name"":""Crucial"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/5528f068-199f-48a6-9c5c-0cacb2bcc24e/default.jobtemplate.hls.m3u8""}]",yes,84,32,1,8,8,,,,,,no,no,,no,no,no,no,no,yes,no,check for inquire,Not available,Not available,Not available,,258.43,Not available,159.65,2,$101.42,$136.99,$0.00,$136.99,$10.96,$3.06,,$1.00,$116.44,$121.97,$101.42,$20.55,15.00%,125,"$2,568.56","$10,274.25"
https://www.amazon.com/dp/B078211KBB,B078211KBB,CT1000MX500SSD1,"Crucial MX500 1TB 3D NAND SATA 2.5 Inch Internal SSD, up to 560MB/s - CT1000MX500SSD1",,400,92.99,,,109 | Top 0.24% | Internal Solid State Drives,,-1,35 %,,4.7,108381,,93529,8081,2025/04/29 20:48,84.13,-11.00 %,10,50 %,"Platinum Micro, Inc. (94% A23NVCSO4PYH3S)",2%,15%,15,4.38,33,yes,no,,82.92 $,,,95 %,92.99 $,85.33 $,-9.00 %,0 %,92.99 $,86.11 $,-8.00 %,96,3.15,8,7.44 $,93.95 $,85.93 $,-9.00 %,525,,,,,,71.27 $,,-,no,,,67.76 $,,61 %,,68.03 $,,,78.07 $,,,,,,,,,80.65 $,-1.00 %,,104.99 $,,,,,92.99 $,79.41 $,-17.00 %,57.12 $,105.95 $,46.00 %,10,10,10,3,6,,1,2017/12/21,2017/12/21,Electronics,Internal Solid State Drives,Electronics › Computers & Accessories › Data Storage › Internal Solid State Drives,no,Personal Computer,649528785060,,"649528787392, 649528785060, 649528785152",B0D84CL7MX,"B078211KBB,B003J5JB12,B09FRRWVWX,B0786QNS9B","B01LZWX6PD, B09KFHTYWH",COMPUTER_DRIVE_OR_STORAGE,CRUCIAL TECHNOLOGY,Crucial,Crucial,Crucial,Personal Computer,CT1000MX500SSD1,MemoryStorageCapacity: 1 TB;,Blue/Gray,1TB,1,,,,,SSD - Standard Packaging,aluminum or steel,computer-internal-solid-state-drives,,,"personal, gaming, business",,,,,,Personal Computers,1,,,2018/01/10 06:21,,11,yes,"[{""image"":""61ScrXhLpYL.jpg"",""creator"":""Main"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/44b33202-7802-5e44-b9d4-13fd7cad5482/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4""}]","[{""title"":""Fascinating Features of Crucial MX500 SSD"",""image"":""914IgNSZbdL.jpg"",""duration"":45,""creator"":""Influencer"",""name"":""GlitchFactor"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/4f251386-617c-4c9a-9d6e-97b56a934223/default.jobtemplate.hls.m3u8""},{""title"":""Best SSD On The Market? (WATCH FULL VIDEO BEFORE BUYING)"",""image"":""A1Qq0ThfhSL.png"",""duration"":95,""creator"":""Influencer"",""name"":""Nostalgic Junkie"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/f34bec2a-bb96-45a6-87fb-aa5ea63ef1c3/default.jobtemplate.hls.m3u8""},{""title"":""Crucial MX500 2.5\"" Internal SATA SSD Review"",""image"":""A1cTSPb94EL.png"",""duration"":34,""creator"":""Influencer"",""name"":""Digital Aloha"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/d3884d85-7212-4b54-94e0-c7b83968b613/default.jobtemplate.hls.m3u8""},{""title"":""It's Crucial to have a Crucial. lol"",""image"":""91-bD2tXf4L.png"",""duration"":79,""creator"":""Influencer"",""name"":""Dino Dan"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/8def674a-2a30-4374-a583-6f96cfe5bc09/default.jobtemplate.hls.m3u8""},{""title"":""How good it is?"",""image"":""91u5dwUIqCL.png"",""duration"":68,""creator"":""Influencer"",""name"":""✅ RecomiendaFer ⭐⭐⭐⭐⭐"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/46255f42-5ad5-4db3-b89c-04ed6160068e/default.jobtemplate.hls.m3u8""},{""title"":""Watch before you buy. Which SSD drive do I need? #thisorthat"",""image"":""9155YntEWcL.jpg"",""duration"":67,""creator"":""Influencer"",""name"":""Everyday's Kaleidoscope"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/9794e316-d81a-4e9f-b699-805e376dc9e2/default.jobtemplate.hls.m3u8""},{""title"":""#thisorthat Crucial MX SSD vs SanDisk Plus SSD"",""image"":""81MSTdZBmbL.png"",""duration"":41,""creator"":""Influencer"",""name"":""SmallPat"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/8fa37a5e-67d9-49ce-91b6-a36aaacea765/default.jobtemplate.hls.m3u8""},{""title"":""#thisorthat Crucial MX SSD vs Seagate Expansion Desktop HDD"",""image"":""81iqNpiGRuL.png"",""duration"":45,""creator"":""Influencer"",""name"":""SmallPat"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/f1e4faa6-41cd-4df7-9ad2-02f9e0877731/default.jobtemplate.hls.m3u8""},{""title"":""#thisorthat Seagate Desktop Expansion HDD Vs Crucial MX SSD"",""image"":""81yD56sQUgL.png"",""duration"":53,""creator"":""Influencer"",""name"":""SmallPat"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/e3447232-d518-4528-be1e-f6a75222e0ba/default.jobtemplate.hls.m3u8""},{""title"":""#thisorthat Toshiba Canvio Basic HDD vs Crucial MX SSD"",""image"":""81elwljxXOL.png"",""duration"":44,""creator"":""Influencer"",""name"":""SmallPat"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/960c60f9-514b-4445-9229-6c8f20e02771/default.jobtemplate.hls.m3u8""}]",yes,219,68,1,49,10,Internal Solid State Drive,,,,,no,no,,no,no,no,no,no,yes,no,check for inquire,Not available,Not available,89.11,Not available,122.89,,,2,$61.29,$84.99,$0.00,$84.99,$6.80,$3.15,,$1.00,$72.24,$74.04,$61.29,$12.75,15.00%,100,"$1,274.85","$5,099.40"
https://www.amazon.com/dp/B0C9WGS6MC,B0C9WGS6MC,CT2000X10PROSSD902,"Crucial X10 Pro 2TB Portable SSD – Up to 2,100MB/s Read, 2,000MB/s Write, USB 3.2 – External Solid State Drive for PC, Mac, PS5, Xbox – CT2000X10PROSSD902",,500,177.99,,,64 | Top 0.76% | External Solid State Drives,,-1,-28 %,high,4.2,2441,-8.00 %,1690,368,2025/04/30 05:30,168.34,-6.00 %,1,0 %,UShoppingMall (Recorded SN) (99% A6OCWW0GBHKQH),60%,60%,9,20.2,26,yes,no,179.07 $,163.86 $,-9.00 %,,8 %,177.99 $,165.10 $,-8.00 %,0 %,177.99 $,185.72 $,4.00 %,77,3.15,8,14.24 $,231.98 $,183.19 $,-27.00 %,96,,,,,,162.22 $,,-,no,,,160.22 $,,73 %,,160.15 $,,,,,,,,,234.00 $,,,154.19 $,-1.00 %,208.99 $,208.99 $,,,,,,,,,,,10,10,8,6,4,,1,2023/07/17,2023/07/25,Electronics,External Solid State Drives,Electronics › Computers & Accessories › Data Storage › External Solid State Drives,no,Personal Computer,649528939531,,649528939531,B0CCSVWHMB,"B0C9WGGZT9,B0C9WGS6MC,B0C9WJQ9GP",B0CKWBV2FP,COMPUTER_DRIVE_OR_STORAGE,Crucial,Crucial,Crucial,Crucial,Personal Computer,CT2000X10PROSSD902,Size: 2TB;,Black,2TB,1,,,,,,anodized aluminum,external-solid-state-drives,,,Storage,,,,,,Personal Computers,1,,,2023/07/25 06:21,English: Published;,10,yes,"[{""title"":""Crucial X10 Pro Portable SSD 4.0"",""image"":""51Eoeu4eu9L.jpg"",""duration"":41,""creator"":""Main"",""name"":""Crucial"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/4a4601ee-6727-46b5-be35-8a923031dea6/default.jobtemplate.hls.m3u8""}]","[{""title"":""Crucial X10 Pro Portable SSD"",""image"":""614NEXO5SzL.jpg"",""duration"":171,""creator"":""Influencer"",""name"":""ThinkComputers"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/b8705567-60c3-4546-9a9b-08543917fa6d/default.jobtemplate.hls.m3u8""},{""title"":""Is It Worth It? Crucial X10 Pro 4TB Portable External SSD"",""image"":""61+zdKSS+TL.jpg"",""duration"":98,""creator"":""Influencer"",""name"":""✅ Luke & Leanne Reviews"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/7fe766f1-1520-426e-bd79-9f0a683bed12/default.vertical.jobtemplate.hls.m3u8""},{""title"":""After 4-weeks of usage"",""image"":""91pcOpPa37L.jpg"",""duration"":62,""creator"":""Influencer"",""name"":""Hayden Alabama Podcast"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/07f92674-d5e8-4978-a209-365b8dfbda0e/default.jobtemplate.hls.m3u8""},{""title"":""San Disk Professional Pro G40 Compared to Crucial X10 Pro"",""image"":""91m88MhWKvL.jpg"",""duration"":167,""creator"":""Influencer"",""name"":""Adam Talks Tech"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/811b9f63-b6dc-46d4-8206-2ad67ede9fdf/default.jobtemplate.hls.m3u8""},{""title"":""10GB Speed Test: Crucial X10 Pro 4TB Portable SSD"",""image"":""91WZ+cKjVKL.jpg"",""duration"":54,""creator"":""Influencer"",""name"":""✅ Cody Wanner"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/7977c583-0cbf-41dc-a9ec-098e06f4dfe3/default.jobtemplate.hls.m3u8""},{""title"":""4 terabytes in your pocket! - Review from a Photographer"",""image"":""91PD8oIJQpL.jpg"",""duration"":117,""creator"":""Influencer"",""name"":""Unboxing Dad"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/407d9d8b-04bf-4f6d-ab60-70b9cb957bb2/default.jobtemplate.hls.m3u8""},{""title"":""Is it the BEST EXTERNAL SSD out there?"",""image"":""81Ka2zc0f8L.jpg"",""duration"":47,""creator"":""Influencer"",""name"":""Oli Beaudoin"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/3eec6b3d-bf06-4728-bef5-0f9b1b497431/default.jobtemplate.hls.m3u8""},{""title"":""Quick Overview and editing tip"",""image"":""A1cj9ITZpnL.jpg"",""duration"":57,""creator"":""Influencer"",""name"":""Hayden Alabama Podcast"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/83d7b5af-8094-4594-962e-eb75830b3b0b/default.jobtemplate.hls.m3u8""},{""title"":""X10 Pro 1TB Portable SSD with USB-A Adapter - Up to 2100MB/s Read and 2000MB/s Write - PC and Mac"",""image"":""517OtXadN3L.jpg"",""duration"":27,""creator"":""Influencer"",""name"":""Reviews by Sarah"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/1a9c6abf-1388-403f-9ee6-bd7a8e669c84/default.vertical.jobtemplate.hls.m3u8""}]",yes,228,70,1,33,42,"Crucial X10 Pro Portable SSD, USB-C cable, Mylio Photos+ redemption code",,,,,no,no,,no,no,no,no,no,yes,no,check for inquire,Not available,Not available,Not available,Not available,Not available,Not available,Not available,2,$132.90,$177.99,$0.00,$177.99,$14.24,$3.15,,$1.00,$151.29,$159.60,$132.90,$26.70,15.00%,125,"$3,337.31","$13,349.25"
https://www.amazon.com/dp/B0C79QT9DT,B0C79QT9DT,CT2K8G56C46S5,"Crucial 16GB DDR5 RAM Laptop Memory Kit (2x8GB), 5600MHz (or 5200MHz or 4800MHz), SODIMM 262-Pin, Compatible with 13th Gen Intel Core and AMD Ryzen 6000 - CT2K8G56C46S5",,200,43.99,,,226 | Top 0.03% | Computer Memory,,-1,-20 %,,4.8,8800,-7.00 %,6035,5,2025/04/23 01:32,44.16,,1000,0 %,Amazon,100%,100%,1,0.69,0,yes,no,43.99 $,44.16 $,,1000,0 %,43.99 $,44.16 $,,0 %,,,,,3.06,8,3.52 $,43.99 $,58.53 $,25.00 %,53,,,,,,,,,,,,,,100 %,,,,,,,,,,,,,,,,43.99 $,47.65 $,8.00 %,,,,,,,,,,6,6,7,1,5,,,2023/07/14,2023/07/11,Electronics,Memory,Electronics › Computers & Accessories › Computer Components › Internal Components › Memory,no,Personal Computer,649528929976,,649528929976,B0DQ296X79,"B0BLTG7TN6,B0DSQWZ5G2,B09S2QLBWC,B09S2QT75C,B0C79F1T23,B0CT9CZD6K,B09S2MN8JH,B0BLTGMCB7,B09S2QSTRS,B0C79QT9DT,B0C79TTFVX,B0CTBB92LB,B09RVNMGFH,B0BLTDTD86,B09S2PNYTY,B0BLTDRRLF,B0DSQMKYLN,B0C79T2CP7,B0C79K5VGZ,B0C79LKJK4",B0B25NTRGD,INTERNAL_MEMORY,Micron,Crucial,Crucial,Crucial,Personal Computer,CT2K8G56C46S5,Size: 16GB Kit (2x8GB); Style: 5600MHz;,,16GB Kit (2x8GB),,,,,,5600MHz,,computer-internal-memory,,,,,,,,,Personal Computers,2,,,2023/07/11 06:21,English: Original Language;,5,yes,"[{""title"":""DDR5 4800 5200 5600MHz SODIMM DRAM"",""image"":""51M9567M+yL.jpg"",""duration"":42,""creator"":""Main"",""name"":""Crucial"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/5528f068-199f-48a6-9c5c-0cacb2bcc24e/default.jobtemplate.hls.m3u8""}]","[{""title"":""WATCH This Full Review BEFORE You BUY!! (My Experience)"",""image"":""51CIcxnbcHL.jpg"",""duration"":56,""creator"":""Influencer"",""name"":""World Arena Team"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/2aa232eb-91c1-4709-9cf9-a0186cbdffc9/default.jobtemplate.hls.m3u8""},{""title"":""What I've Noticed About This Crucial Ram Kit!..."",""image"":""81WKJnWmBGL.jpg"",""duration"":125,""creator"":""Influencer"",""name"":""🟣Humbug Reviews🟣"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/22c7e0b1-32db-408f-97ae-fd77b143aa4f/default.jobtemplate.hls.m3u8""},{""title"":""Crucial RAM 64GB Kit (2x32GB) DDR5 Laptop Memory - Review"",""image"":""91+83AuHYQL.jpg"",""duration"":41,""creator"":""Influencer"",""name"":""PureReviews"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/62fac8da-3e34-40eb-8014-ca8f12d0e2a3/default.jobtemplate.hls.m3u8""},{""title"":""Crucial RAM 32GB DDR5 Laptop Memory - Review"",""image"":""91z8iVhgDwL.jpg"",""duration"":35,""creator"":""Influencer"",""name"":""PureReviews"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/25f2e05f-bc42-46d0-9f05-b253583a3790/default.jobtemplate.hls.m3u8""}]",yes,64,30,1,8,19,,,,,,no,no,,no,no,no,no,no,yes,no,check for inquire,Not available,Not available,Not available,,141.15,,,2,$29.81,$43.99,$0.00,$43.99,$3.52,$3.06,,$1.00,$37.39,$36.41,$29.81,$6.60,15.00%,120,$791.82,"$1,319.70"
